key,name,faction,health,toughness,save,invuln_save,fnp,move,oc,leadership,attacks,hit_probability,strength,ap,weapon_damage_per_shot,range_inches,melee_attacks,melee_hit_probability,melee_strength,melee_ap,melee_damage_per_shot,assault,heavy,pistol,rapid_fire,twin_linked,ignores_cover,torrent,lethal_hits,lance,melta,sustained_hits,devastating_wounds,precision,blast,indirect_fire,hazardous,one_shot,stealth,deep_strike,scout_distance,infiltrators,sticky_objective,lone_operative,fly,deadly_demise,points_cost,anti_keywords,unit_keywords
adepta_sororitas_retributor_squad,Retributor Squad,Adepta Sororitas,1.0,3,3,7,7,6.0,2,7,1,0.604,6,-2,1.94,12,1,0.5,3,0,1.0,False,True,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,53.8,,INFANTRY
adepta_sororitas_saint_celestine,Saint Celestine,Adepta Sororitas,5.0,3,2,7,4,6.0,1,6,4,1.0,6,-2,1.0,12,5,0.833,6,-3,2.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,161.3,,INFANTRY|FLY|CHARACTER
adepta_sororitas_seraphim_squad,Seraphim Squad,Adepta Sororitas,1.0,3,3,7,7,6.0,1,7,1,0.667,8,-4,2.0,6,2,0.667,3,0,1.0,False,False,True,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,80.7,,INFANTRY|FLY
adepta_sororitas_sisters_novitiate_squad,Sisters Novitiate Squad,Adepta Sororitas,1.0,3,3,7,7,6.0,2,7,4,1.0,5,0,1.0,12,1,0.5,3,0,1.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,True,False,False,False,0,58.1,,INFANTRY
adepta_sororitas_sororitas_rhino,Sororitas Rhino,Adepta Sororitas,10.0,9,3,7,7,6.0,2,7,1,0.833,14,-3,3.5,48,3,0.5,6,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,True,False,False,0,False,False,False,False,2,361.7,,VEHICLE
adepta_sororitas_triumph_of_saint_katherine,Triumph of Saint Katherine,Adepta Sororitas,18.0,3,3,7,6,6.0,6,6,6,0.833,4,0,1.0,12,18,0.833,5,-2,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,157.5,,INFANTRY|CHARACTER
adepta_sororitas_zephyrim_squad,Zephyrim Squad,Adepta Sororitas,1.0,3,3,7,7,6.0,1,7,1,0.667,5,-1,1.33,12,3,0.667,4,-2,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,True,False,False,True,0,False,False,False,True,0,25.6,,INFANTRY|FLY
adeptus_custodes_agamatus_custodians,Agamatus Custodians,Adeptus Custodes,4.0,6,2,4,5,6.0,2,6,2,0.833,7,-1,2.0,36,5,0.833,7,-2,2.0,False,False,False,0,True,False,False,False,True,0,1,False,False,False,False,False,False,False,False,0,False,False,False,True,0,165.0,,MOUNTED|FLY
adeptus_custodes_aleya,Aleya,Adeptus Custodes,4.0,3,3,5,5,6.0,1,6,4,0.833,6,-3,3.0,1,4,0.833,6,-3,3.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,6,False,False,False,False,0,397.3,PSYKER:5,CHARACTER|INFANTRY
adeptus_custodes_allarus_custodians,Allarus Custodians,Adeptus Custodes,4.0,7,2,4,5,6.0,2,6,3,0.833,4,-1,1.43,18,4,0.833,8,-1,2.71,True,False,False,0,False,False,False,False,False,0,0,False,False,True,False,False,False,False,True,0,False,False,False,False,0,147.4,,INFANTRY
adeptus_custodes_anathema_psykana_rhino,Anathema Psykana Rhino,Adeptus Custodes,10.0,9,3,7,3,6.0,2,6,1,0.833,14,-3,3.5,48,3,0.5,6,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,True,False,False,0,False,False,False,False,2,361.7,,VEHICLE
adeptus_custodes_aquilon_custodians,Aquilon Custodians,Adeptus Custodes,4.0,7,2,4,5,6.0,2,6,2,0.889,6,-1,1.67,24,6,0.833,8,-2,1.5,False,False,False,2,True,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,162.2,,INFANTRY
adeptus_custodes_ares_gunship,Ares Gunship,Adeptus Custodes,22.0,12,2,5,5,6.0,1,6,3,0.833,18,-4,9.5,48,9,0.5,9,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,3,2325.4,,VEHICLE|FLY
adeptus_custodes_blade_champion,Blade Champion,Adeptus Custodes,6.0,6,2,4,5,6.0,2,6,5,0.833,6,-3,3.0,1,5,0.833,6,-3,3.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,True,0,False,False,False,False,0,603.6,,INFANTRY|CHARACTER
adeptus_custodes_caladius_grav_tank,Caladius Grav-tank,Adeptus Custodes,14.0,11,2,5,5,6.0,4,6,4,0.833,12,-3,5.5,48,4,0.5,6,0,1.0,False,False,False,0,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,2,1489.0,,VEHICLE|FLY
adeptus_custodes_contemptor_achillus_dreadnought,Contemptor-Achillus Dreadnought,Adeptus Custodes,10.0,9,2,5,5,6.0,3,6,1,0.833,6,-2,3.0,18,5,0.833,12,-2,4.5,False,False,False,0,True,False,False,False,True,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,1,525.0,,VEHICLE|WALKER|CHARACTER
adeptus_custodes_contemptor_galatus_dreadnought,Contemptor-Galatus Dreadnought,Adeptus Custodes,10.0,9,2,4,5,6.0,3,6,4,1.0,6,-1,1.0,12,8,0.833,8,-2,3.0,False,False,False,0,True,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,1,528.8,,VEHICLE|WALKER|CHARACTER
adeptus_custodes_coronus_grav_carrier,Coronus Grav-carrier,Adeptus Custodes,16.0,12,2,5,5,6.0,5,6,8,0.833,5,-1,1.0,24,6,0.5,8,0,1.0,False,False,False,0,True,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,True,3,869.9,,VEHICLE|FLY
adeptus_custodes_custodian_guard,Custodian Guard,Adeptus Custodes,3.0,6,2,4,5,6.0,2,6,2,0.833,4,-1,2.0,24,5,0.833,6,-2,1.42,True,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,123.7,,INFANTRY|BATTLELINE
adeptus_custodes_custodian_guard_with_adrasite_and_pyrithite_spears,Custodian Guard with Adrasite and Pyrithite spears,Adeptus Custodes,3.0,6,2,4,5,6.0,2,6,1,0.833,7,-3,3.25,18,5,0.833,7,-2,2.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,169.0,,INFANTRY
adeptus_custodes_custodian_wardens,Custodian Wardens,Adeptus Custodes,3.0,6,2,4,7,6.0,2,6,2,0.833,4,-1,2.0,24,4,0.833,9,-1,2.83,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,123.7,,INFANTRY
adeptus_custodes_knight_centura,Knight-Centura,Adeptus Custodes,4.0,3,3,5,3,6.0,1,6,4,1.0,4,0,1.0,12,3,0.833,5,-2,2.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,6,False,False,False,False,0,61.9,,INFANTRY|CHARACTER
adeptus_custodes_orion_assault_dropship,Orion Assault Dropship,Adeptus Custodes,22.0,12,2,5,5,6.0,1,6,4,0.833,12,-3,4.5,36,9,0.5,9,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,3,1692.8,,VEHICLE|FLY
adeptus_custodes_pallas_grav_attack,Pallas Grav-attack,Adeptus Custodes,9.0,8,2,5,5,6.0,2,6,8,0.833,5,-1,1.0,24,3,0.5,6,0,1.0,False,False,False,0,True,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,True,2,554.9,,VEHICLE|FLY
adeptus_custodes_prosecutors,Prosecutors,Adeptus Custodes,1.0,3,3,7,3,6.0,2,6,1,0.667,4,0,1.0,24,2,0.667,3,0,1.0,False,False,False,1,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,13.1,,INFANTRY
adeptus_custodes_sagittarum_custodians,Sagittarum Custodians,Adeptus Custodes,3.0,6,2,4,5,6.0,2,6,3,0.833,5,-1,2.0,36,4,0.833,5,-2,1.0,False,False,False,0,False,False,False,False,False,0,1,False,False,False,False,False,False,False,True,0,False,False,False,False,0,180.0,,INFANTRY
adeptus_custodes_shield_captain,Shield-Captain,Adeptus Custodes,6.0,6,2,4,5,6.0,2,6,1,0.833,9,-4,3.5,12,7,0.833,7,-2,2.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,299.0,,CHARACTER|INFANTRY
adeptus_custodes_shield_captain_in_allarus_terminator_armour,Shield-Captain in Allarus Terminator Armour,Adeptus Custodes,7.0,7,2,4,5,6.0,2,6,2,0.833,4,-1,2.0,24,7,0.833,7,-2,2.0,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,213.7,,INFANTRY|CHARACTER
adeptus_custodes_shield_captain_on_dawneagle_jetbike,Shield-Captain on Dawneagle Jetbike,Adeptus Custodes,8.0,7,2,4,5,6.0,2,6,1,0.833,10,-3,4.5,24,6,0.833,7,-2,2.0,False,False,False,0,True,False,False,False,True,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,0,355.7,,MOUNTED|CHARACTER|FLY
adeptus_custodes_telemon_heavy_dreadnought,Telemon Heavy Dreadnought,Adeptus Custodes,12.0,10,2,4,5,6.0,4,6,12,0.833,6,-1,1.0,24,5,0.833,12,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,2,764.9,,VEHICLE|WALKER|CHARACTER
adeptus_custodes_trajann_valoris,Trajann Valoris,Adeptus Custodes,7.0,6,2,4,5,6.0,2,5,2,0.833,5,-2,3.0,24,6,0.833,10,-2,3.0,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,False,0,307.4,,CHARACTER|INFANTRY
adeptus_custodes_valerian,Valerian,Adeptus Custodes,6.0,6,2,4,6,6.0,2,6,3,0.833,4,-1,2.0,24,7,0.833,8,-3,2.0,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,219.3,,INFANTRY|CHARACTER
adeptus_custodes_venatari_custodians,Venatari Custodians,Adeptus Custodes,3.0,6,2,4,5,6.0,2,6,2,0.833,5,-1,1.5,24,5,0.833,6,-2,1.5,True,False,True,0,False,False,False,False,True,0,1,False,False,False,False,False,False,False,True,0,False,False,False,True,0,123.7,,INFANTRY|FLY
adeptus_custodes_venerable_contemptor_dreadnought,Venerable Contemptor Dreadnought,Adeptus Custodes,10.0,9,2,5,5,6.0,3,6,2,0.833,9,-4,3.5,18,5,0.833,12,-2,3.0,False,False,False,0,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,0,False,False,False,False,1,778.0,,VEHICLE|WALKER|CHARACTER
adeptus_custodes_venerable_land_raider,Venerable Land Raider,Adeptus Custodes,16.0,12,2,7,5,6.0,5,6,2,0.833,12,-3,4.5,48,6,0.5,8,0,1.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,3,1071.4,,VEHICLE
adeptus_custodes_vertus_praetors,Vertus Praetors,Adeptus Custodes,5.0,7,2,4,5,6.0,2,6,3,0.833,4,-1,2.0,18,5,0.833,7,-2,2.0,False,False,False,3,True,False,False,False,True,0,0,False,False,False,False,False,False,False,False,0,False,False,False,True,0,196.8,,FLY|MOUNTED
adeptus_custodes_vigilators,Vigilators,Adeptus Custodes,1.0,3,3,7,3,6.0,1,6,2,0.667,5,-2,2.0,1,2,0.667,5,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,85.7,PSYKER:5,INFANTRY
adeptus_custodes_witchseekers,Witchseekers,Adeptus Custodes,1.0,3,3,7,3,6.0,1,6,4,1.0,4,0,1.0,12,2,0.667,3,0,1.0,False,False,False,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,6,False,False,False,False,0,45.0,,INFANTRY
adeptus_mechanicus_archaeopter_fusilave,Archaeopter Fusilave,Adeptus Mechanicus,10.0,9,3,7,7,6.0,1,7,9,0.5,4,0,1.0,36,3,0.5,6,0,1.0,False,False,False,9,True,False,False,False,False,0,1,False,False,False,False,False,False,False,False,0,False,False,False,True,2,275.6,,VEHICLE|FLY
adeptus_mechanicus_archaeopter_stratoraptor,Archaeopter Stratoraptor,Adeptus Mechanicus,10.0,9,3,7,7,6.0,1,7,1,0.5,12,-3,4.5,48,3,0.5,6,0,1.0,False,False,False,0,True,False,False,False,False,0,1,False,False,False,False,False,False,False,False,0,False,False,False,True,2,330.5,,VEHICLE|FLY
adeptus_mechanicus_archaeopter_transvector,Archaeopter Transvector,Adeptus Mechanicus,10.0,9,3,7,7,6.0,1,7,9,0.5,4,0,1.0,36,3,0.5,6,0,1.0,False,False,False,9,True,False,False,False,False,0,1,False,False,False,False,False,False,False,True,0,False,False,False,True,2,275.6,,VEHICLE|FLY
adeptus_mechanicus_belisarius_cawl,Belisarius Cawl,Adeptus Mechanicus,10.0,8,2,7,7,6.0,3,6,2,0.833,14,-4,3.0,18,4,0.833,8,-2,2.0,False,False,False,0,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,0,False,False,False,False,0,731.1,,MONSTER|CHARACTER
adeptus_mechanicus_corpuscarii_electro_priests,Corpuscarii Electro-Priests,Adeptus Mechanicus,1.0,3,7,5,5,6.0,1,7,3,0.667,5,0,1.0,12,3,0.5,5,0,1.0,False,False,True,0,False,False,False,False,False,0,2,False,False,False,False,False,False,False,False,0,False,False,False,False,0,31.9,,INFANTRY
adeptus_mechanicus_cybernetica_datasmith,Cybernetica Datasmith,Adeptus Mechanicus,3.0,4,2,7,7,6.0,1,7,1,0.5,6,-1,1.0,12,2,0.667,8,-2,2.0,False,False,True,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,56.3,,INFANTRY|CHARACTER
adeptus_mechanicus_fulgurite_electro_priests,Fulgurite Electro-Priests,Adeptus Mechanicus,1.0,3,7,5,5,6.0,1,7,2,0.667,6,-1,2.0,1,2,0.667,6,-1,2.0,False,False,False,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,61.9,,INFANTRY
adeptus_mechanicus_ironstrider_ballistarii,Ironstrider Ballistarii,Adeptus Mechanicus,7.0,7,3,5,7,6.0,2,7,2,0.5,12,-3,4.5,48,3,0.5,5,0,1.0,False,False,False,0,False,False,False,False,False,0,1,False,False,False,False,False,False,False,False,0,False,False,False,False,1,289.7,,VEHICLE|WALKER
adeptus_mechanicus_kastelan_robots,Kastelan Robots,Adeptus Mechanicus,7.0,9,2,5,4,6.0,2,7,3,0.75,6,-1,1.0,24,4,0.5,12,-2,3.0,False,False,False,0,True,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,1,369.8,,VEHICLE|WALKER
adeptus_mechanicus_kataphron_breachers,Kataphron Breachers,Adeptus Mechanicus,3.0,7,3,7,7,6.0,1,7,2,0.5,7,-2,2.33,30,3,0.5,7,-2,2.33,False,False,False,2,False,False,False,False,False,0,0,False,False,True,False,False,False,False,False,0,False,False,False,False,0,103.8,VEHICLE:4|INFANTRY:2,INFANTRY
adeptus_mechanicus_kataphron_destroyers,Kataphron Destroyers,Adeptus Mechanicus,3.0,6,3,7,7,6.0,1,7,3,0.625,6,-1,1.25,30,2,0.5,5,0,1.0,False,False,False,1,False,True,True,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,88.7,VEHICLE:2,INFANTRY
adeptus_mechanicus_onager_dunecrawler,Onager Dunecrawler,Adeptus Mechanicus,11.0,10,2,7,7,6.0,3,7,3,0.5,16,-4,5.5,48,3,0.5,6,0,1.0,False,True,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,2,959.1,,VEHICLE|WALKER
adeptus_mechanicus_pteraxii_skystalkers,Pteraxii Skystalkers,Adeptus Mechanicus,2.0,4,4,5,7,6.0,1,7,6,0.5,3,0,1.0,18,2,0.5,4,0,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,31.3,,INFANTRY|FLY
adeptus_mechanicus_pteraxii_sterylizors,Pteraxii Sterylizors,Adeptus Mechanicus,2.0,4,4,5,7,6.0,1,7,4,0.833,4,0,1.0,12,2,0.5,4,0,1.0,False,False,True,0,False,True,True,False,False,0,0,False,False,False,False,False,False,False,True,0,False,False,False,True,0,47.5,,INFANTRY|FLY
adeptus_mechanicus_secutarii_hoplites_legends,Secutarii Hoplites [Legends],Adeptus Mechanicus,1.0,3,5,7,7,6.0,1,7,1,0.5,5,-1,1.0,12,2,0.5,5,-1,1.0,False,False,True,0,False,False,False,False,True,0,0,True,False,False,False,False,False,False,False,0,False,False,False,False,0,14.1,VEHICLE:4,INFANTRY
adeptus_mechanicus_secutarii_peltasts_legends,Secutarii Peltasts [Legends],Adeptus Mechanicus,1.0,3,5,7,7,6.0,1,7,5,0.5,4,0,1.0,18,1,0.5,3,0,1.0,True,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,30.9,,INFANTRY
adeptus_mechanicus_serberys_raiders,Serberys Raiders,Adeptus Mechanicus,2.0,4,4,5,7,6.0,2,7,3,0.5,4,0,1.0,18,4,0.5,4,-1,1.0,False,False,True,0,False,False,False,False,False,0,0,True,False,False,False,False,False,False,False,6,False,False,False,False,0,25.8,,MOUNTED
adeptus_mechanicus_serberys_sulphurhounds,Serberys Sulphurhounds,Adeptus Mechanicus,2.0,4,4,5,7,6.0,2,7,2,0.733,4,-1,1.0,9,4,0.5,4,0,1.0,False,False,True,0,False,True,True,False,False,0,0,True,False,True,False,False,False,False,False,0,False,False,False,False,0,38.8,,MOUNTED
adeptus_mechanicus_servitors_legends,Servitors [Legends],Adeptus Mechanicus,1.0,3,4,7,7,6.0,1,8,1,0.333,8,-2,3.0,1,1,0.333,8,-2,3.0,False,False,False,0,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,False,False,False,False,0,41.2,,INFANTRY
adeptus_mechanicus_sicarian_infiltrators,Sicarian Infiltrators,Adeptus Mechanicus,2.0,4,4,5,7,6.0,1,7,4,0.5,4,0,1.0,12,3,0.5,5,-1,1.0,False,False,True,0,False,False,False,False,False,0,0,False,False,False,False,False,False,True,False,0,True,False,False,False,0,32.5,,INFANTRY
